scene_id,range,gt_distance_m,label_a,object_id_a,label_b,object_id_b,cx_a,cy_a,cz_a,cx_b,cy_b,cz_b,query
scene0000_00,short,1.4515,refrigerator,33,door,54,6.208857943529417,6.450943101505269,1.0754473550494579,7.339723078303512,5.541977533129944,1.032710727322909,What is the distance between the refrigerator (object 33) and the door (object 54)?
scene0000_00,short,1.4034,refrigerator,33,cabinet,42,6.208857943529417,6.450943101505269,1.0754473550494579,5.817479371681488,7.688486915012057,0.5417909797468632,What is the distance between the refrigerator (object 33) and the cabinet (object 42)?
scene0000_00,short,1.4865,desk,7,table,35,3.0679181498103727,0.8111897332767594,0.4743452736912477,1.8303633916668776,1.613889074616316,0.29019609372608546,What is the distance between the desk (object 7) and the table (object 35)?
scene0000_00,short,1.0408,pillow,16,bed,37,4.9481988041817475,1.281248394663006,0.9655816599338914,4.819951336207871,2.2108042388448217,0.5154131193889321,What is the distance between the pillow (object 16) and the bed (object 37)?
scene0000_00,short,0.9617,desk,7,cabinet,39,3.0679181498103727,0.8111897332767594,0.4743452736912477,2.2221902213201163,0.7280683186717432,0.9245260111379565,What is the distance between the desk (object 7) and the cabinet (object 39)?
scene0000_00,medium,2.0307,window,0,cabinet,42,4.421947215566572,8.26341383820338,1.900305027203844,5.817479371681488,7.688486915012057,0.5417909797468632,What is the distance between the window (object 0) and the cabinet (object 42)?
scene0000_00,medium,1.5008,pillow,16,cabinet,41,4.9481988041817475,1.281248394663006,0.9655816599338914,5.951946036243217,1.8628055060104334,1.9177164753555973,What is the distance between the pillow (object 16) and the cabinet (object 41)?
scene0000_00,medium,2.2084,nightstand,49,nightstand,50,3.9263033032041244,0.9645176740474881,0.4837341365001931,6.007419255759212,1.6983192768334354,0.5695580069702196,What is the distance between the nightstand (object 49) and the nightstand (object 50)?
scene0000_00,long,7.8294,window,0,curtain,6,4.421947215566572,8.26341383820338,1.900305027203844,3.378339358389159,0.5083935236264935,1.6361975192150353,What is the distance between the window (object 0) and the curtain (object 6)?
scene0000_00,long,3.0766,curtain,6,nightstand,50,3.378339358389159,0.5083935236264935,1.6361975192150353,6.007419255759212,1.6983192768334354,0.5695580069702196,What is the distance between the curtain (object 6) and the nightstand (object 50)?
scene0001_00,medium,1.9221,table,4,door,19,6.53455948649848,0.5609225076517907,0.45918571256764157,4.763506100406209,1.2763537107906093,0.673872376327519,What is the distance between the table (object 4) and the door (object 19)?
scene0001_00,medium,2.5293,table,5,window,17,2.2803695805860897,5.752817945218305,0.7048619770313878,2.211626938763946,3.29653668450415,1.3041374681690505,What is the distance between the table (object 5) and the window (object 17)?
scene0001_00,medium,2.3739,table,3,table,5,4.633019003606301,5.836551632919204,0.39901524483598155,2.2803695805860897,5.752817945218305,0.7048619770313878,What is the distance between the table (object 3) and the table (object 5)?
scene0001_00,long,5.6082,table,3,table,4,4.633019003606301,5.836551632919204,0.39901524483598155,6.53455948649848,0.5609225076517907,0.45918571256764157,What is the distance between the table (object 3) and the table (object 4)?
scene0001_00,long,4.5703,table,3,door,19,4.633019003606301,5.836551632919204,0.39901524483598155,4.763506100406209,1.2763537107906093,0.673872376327519,What is the distance between the table (object 3) and the door (object 19)?
scene0010_00,short,1.2566,chair,37,chair,38,1.6790520170309249,1.9259938443031388,0.7319669644703672,2.587894014471563,2.7802847087952074,0.579534648610293,What is the distance between the chair (object 37) and the chair (object 38)?
scene0010_00,short,0.8434,monitor,49,window,63,0.854269528737215,2.5010648784876244,1.2178057639562778,0.28672183109246746,1.8809162230670495,1.2861757911609912,What is the distance between the monitor (object 49) and the window (object 63)?
scene0010_00,short,1.1716,monitor,51,table,53,5.171283503822658,2.4442061241813327,1.2016667930457903,4.240836182970675,1.8773891802711373,0.7706934150805813,What is the distance between the monitor (object 51) and the table (object 53)?
scene0010_00,short,1.3113,chair,35,table,53,4.610151291395488,3.08845586074026,0.4293194139062574,4.240836182970675,1.8773891802711373,0.7706934150805813,What is the distance between the chair (object 35) and the table (object 53)?
scene0010_00,short,1.193,chair,35,monitor,46,4.610151291395488,3.08845586074026,0.4293194139062574,4.571987125576624,2.1228586272432266,1.1289058761556319,What is the distance between the chair (object 35) and the monitor (object 46)?
scene0010_00,medium,2.2085,chair,36,monitor,45,3.4475805774171393,2.0637641383514658,0.49240392609902484,2.137584662693641,3.7389817872330755,1.088118282152639,What is the distance between the chair (object 36) and the monitor (object 45)?
scene0010_00,medium,1.7878,monitor,45,monitor,49,2.137584662693641,3.7389817872330755,1.088118282152639,0.854269528737215,2.5010648784876244,1.2178057639562778,What is the distance between the monitor (object 45) and the monitor (object 49)?
scene0010_00,medium,2.6784,chair,38,monitor,51,2.587894014471563,2.7802847087952074,0.579534648610293,5.171283503822658,2.4442061241813327,1.2016667930457903,What is the distance between the chair (object 38) and the monitor (object 51)?
scene0010_00,long,3.2621,desk,41,door,60,1.5530169735871229,2.9640995760644224,0.7995713957790407,3.8997870190315935,5.229808867408568,0.7756102196782468,What is the distance between the desk (object 41) and the door (object 60)?
scene0010_00,long,3.8824,chair,35,monitor,49,4.610151291395488,3.08845586074026,0.4293194139062574,0.854269528737215,2.5010648784876244,1.2178057639562778,What is the distance between the chair (object 35) and the monitor (object 49)?
scene0011_00,short,1.4112,chair,5,chair,12,4.160632498978358,4.784146840651023,0.6409457690687613,5.331704172316105,3.9995479208206586,0.5737766822912169,What is the distance between the chair (object 5) and the chair (object 12)?
scene0011_00,short,1.2594,chair,5,chair,13,4.160632498978358,4.784146840651023,0.6409457690687613,5.414824531848129,4.674480548680665,0.6751517395432777,What is the distance between the chair (object 5) and the chair (object 13)?
scene0011_00,short,1.4864,chair,11,chair,13,5.2642450296251395,3.1968164752659045,0.6186910064087102,5.414824531848129,4.674480548680665,0.6751517395432777,What is the distance between the chair (object 11) and the chair (object 13)?
scene0011_00,short,0.8712,chair,9,chair,10,4.399031023160777,1.7386911651019685,0.6288158635878591,5.039587854599539,2.3288584402935677,0.6117082716360984,What is the distance between the chair (object 9) and the chair (object 10)?
scene0011_00,short,1.4801,sink,26,cabinet,28,2.402648264197416,2.15579734092535,0.7677477251097213,2.4636529602120922,1.0501141110564223,1.7497577195647245,What is the distance between the sink (object 26) and the cabinet (object 28)?
scene0011_00,medium,1.9334,chair,5,chair,11,4.160632498978358,4.784146840651023,0.6409457690687613,5.2642450296251395,3.1968164752659045,0.6186910064087102,What is the distance between the chair (object 5) and the chair (object 11)?
scene0011_00,medium,2.3402,chair,9,cabinet,28,4.399031023160777,1.7386911651019685,0.6288158635878591,2.4636529602120922,1.0501141110564223,1.7497577195647245,What is the distance between the chair (object 9) and the cabinet (object 28)?
scene0011_00,medium,2.8983,chair,10,refrigerator,27,5.039587854599539,2.3288584402935677,0.6117082716360984,2.627894715734204,0.7872135264336365,1.066784236706086,What is the distance between the chair (object 10) and the refrigerator (object 27)?
scene0011_00,long,3.1678,chair,13,window,23,5.414824531848129,4.674480548680665,0.6751517395432777,2.3085684473373247,5.030521430022968,1.1845394300592824,What is the distance between the chair (object 13) and the window (object 23)?
scene0011_00,long,4.3111,refrigerator,19,sink,26,3.108465260740001,6.396418704425129,1.0915720948579364,2.402648264197416,2.15579734092535,0.7677477251097213,What is the distance between the refrigerator (object 19) and the sink (object 26)?
scene0015_00,short,1.1833,chair,0,chair,13,5.762024650604761,3.5544193517618736,0.678530582782374,5.758182285594291,2.392688345746929,0.4539163832102909,What is the distance between the chair (object 0) and the chair (object 13)?
scene0015_00,short,1.1997,table,33,table,34,4.001482901167362,6.664105905950251,0.8369007496033034,4.325584356640837,5.511422537896497,0.7622737416558412,What is the distance between the table (object 33) and the table (object 34)?
